"UNC Product Type / Item Receiving Statistics",,,3/22/10,,,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,,,,,
"UNC Product Type Total",810687,,,,,,,,,,,
,,,,,,,,,,,,
"Report Total",28407905,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Order No. ","Document No. ","Item No.","Description","Source No.","Donor","UNC Product Source Code","Posting Date","Lot No.","Expiration Date","Quantity","Unit of Measure","Gross Weight"
"DR09-04560","DR09-04560-1","MI09005","MISC. FOOD PRODUCT - WEIGH",2317,"Wal-Mart Supercenter #4458","A2H LOCAL",11/2/09,80501,12/31/99,210,"LB",210
"DD09-01538","DD09-01538-1","SA09001","SALVAGE - WEIGH",3075,"Wal-Mart Supercenter 1615","A2H LOCAL",11/2/09,80584,12/31/99,222,"LB",222
"DD09-01540","DD09-01540-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2979,"Kroger #332","A2H LOCAL",11/2/09,80586,12/31/99,225,"LB",225
"DR09-04635","DR09-04635-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2980,"Kroger #336","A2H LOCAL",11/2/09,80866,12/31/99,225,"LB",225
"DR09-04640","DR09-04640-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2980,"Kroger #336","A2H LOCAL",11/2/09,80898,12/31/99,225,"LB",225
"DD09-01543","DD09-01543-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2981,"Kroger #337","A2H LOCAL",11/2/09,80589,12/31/99,225,"LB",225
"DR09-04557","DR09-04557-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2213,"Wal-Mart Supercenter #2058","A2H LOCAL",11/2/09,80496,12/31/99,230,"LB",230
"DS09-01702","DS09-01702-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1340,"Food Lion 353","A2H LOCAL",11/2/09,80260,12/31/99,231,"LB",231
"DS09-01710","DS09-01710-1","EG09001","EGGS GRADE B SMALL - DOZEN",3020,"Wal-Mart Supercenter #1255","A2H LOCAL",11/2/09,80469,12/31/99,118,"CS",236
"DR09-04546","DR09-04546-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2780,"Food Lion # 341","A2H LOCAL",11/2/09,80483,12/31/99,246,"LB",246
"DR09-04548","DR09-04548-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2812,"Food Lion # 815","A2H LOCAL",11/2/09,80485,12/31/99,246,"LB",246
"DR09-04547","DR09-04547-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1380,"Food Lion 723","A2H LOCAL",11/2/09,80484,12/31/99,250,"LB",250
"DW09-00789","DW09-00789-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2314,"Wal-Mart Supercenter #4273","A2H LOCAL",11/2/09,80522,12/31/99,259,"LB",259
"DS09-01709","DS09-01709-1","RM09001","RETAIL MEAT FROZEN - WEIGH",3015,"Wal-Mart Supercenter #1010","A2H LOCAL",11/2/09,80463,12/31/99,262,"LB",262
"DS09-01709","DS09-01709-1","PR09002","VEGETABLES - WEIGH",3015,"Wal-Mart Supercenter #1010","A2H LOCAL",11/2/09,80464,12/31/99,269,"LB",269
"DW09-00786","DW09-00786-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1788,"SAM'S CLUB #6","A2H LOCAL",11/2/09,80518,12/31/99,277,"LB",277
"DS09-01704","DS09-01704-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2306,"The Fresh Market","LOCAL",11/2/09,80431,12/31/99,281,"LB",281
"DR09-04554","DR09-04554-1","MI09005","MISC. FOOD PRODUCT - WEIGH",2318,"Wal-Mart Supercenter #4459","A2H LOCAL",11/2/09,80491,12/31/99,285,"LB",285
"DS09-01710","DS09-01710-1","SA09001","SALVAGE - WEIGH",3020,"Wal-Mart Supercenter #1255","A2H LOCAL",11/2/09,80465,12/31/99,289,"LB",289
"DR09-04559","DR09-04559-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2356,"Wal-Mart Supercenter #1237","A2H LOCAL",11/2/09,80498,12/31/99,295,"LB",295
"DR09-04636","DR09-04636-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2982,"Kroger #342","A2H LOCAL",11/2/09,80867,12/31/99,300,"LB",300
"DR09-04641","DR09-04641-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2982,"Kroger #342","A2H LOCAL",11/2/09,80899,12/31/99,300,"LB",300
"DS09-01708","DS09-01708-1","DY09001","DAIRY ASSORTED - WEIGH",2211,"Wal-Mart Supercenter #1774","A2H LOCAL",11/2/09,80459,12/31/99,305,"LB",305
"DS09-01705","DS09-01705-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1353,"Food Lion 528","A2H LOCAL",11/2/09,80433,12/31/99,318,"LB",318
"DW09-00784","DW09-00784-1","FD09001","FOOD DRIVE - WEIGH",2726,"UNCW Marketing Department","LOCAL",11/2/09,80363,12/31/99,340,"LB",340
"DD09-01537","DD09-01537-1","SA09001","SALVAGE - WEIGH",3022,"Wal-Mart Supercenter #1288","A2H LOCAL",11/2/09,80583,12/31/99,340,"LB",340
"DG09-01202","DG09-01202-1","MI09005","MISC. FOOD PRODUCT - WEIGH",2111,"Wal-Mart Supercenter #1355","A2H LOCAL",11/2/09,80765,12/31/99,342,"LB",342
"DW09-00790","DW09-00790-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2199,"Wal-Mart Supercenter #1767","A2H LOCAL",11/2/09,80526,12/31/99,348,"LB",348
"DD09-01542","DD09-01542-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2867,"Food Lion # 1544","A2H LOCAL",11/2/09,80588,12/31/99,360,"LB",360
"DR09-04557","DR09-04557-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2213,"Wal-Mart Supercenter #2058","A2H LOCAL",11/2/09,80495,12/31/99,370,"LB",370
"DR09-04560","DR09-04560-1","PR09002","VEGETABLES - WEIGH",2317,"Wal-Mart Supercenter #4458","A2H LOCAL",11/2/09,80500,12/31/99,386,"LB",386
"DR09-04554","DR09-04554-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2318,"Wal-Mart Supercenter #4459","A2H LOCAL",11/2/09,80492,12/31/99,395,"LB",395
"DR09-04550","DR09-04550-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2407,"Food Lion Store #2638","A2H LOCAL",11/2/09,80487,12/31/99,414,"LB",414
"DW09-00787","DW09-00787-1","MI09005","MISC. FOOD PRODUCT - WEIGH",3025,"Wal-Mart Supercenter #1348","A2H LOCAL",11/2/09,80519,12/31/99,430,"LB",430
"DG09-01198","DG09-01198-1","MI09005","MISC. FOOD PRODUCT - WEIGH",2309,"Wal-Mart Supercenter #2864","A2H LOCAL",11/2/09,80760,12/31/99,440,"LB",440
"DR09-04555","DR09-04555-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2401,"Food Lion Store #1685","A2H LOCAL",11/2/09,80493,12/31/99,445,"LB",445
"DR09-04558","DR09-04558-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2320,"Wal-Mart Supercenter #4564","A2H LOCAL",11/2/09,80497,12/31/99,451,"LB",451
"DR09-04545","DR09-04545-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1311,"Food Lion 1589","A2H LOCAL",11/2/09,80482,12/31/99,570,"LB",570
"DR09-04543","DR09-04543-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1302,"Food Lion 1484","A2H LOCAL",11/2/09,80480,12/31/99,590,"LB",590
"DD09-01544","DD09-01544-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2907,"Food Lion # 2593","A2H LOCAL",11/2/09,80590,12/31/99,630,"LB",630
"DD09-01533","DD09-01533-1","FP004D","Bella Monica Pizza 12/24.40 oz bx",3090,"Bella Monica","LOCAL",11/2/09,80399,12/31/99,34,"BOX",748
"DR09-04552","DR09-04552-1","MI09005","MISC. FOOD PRODUCT - WEIGH",3018,"Wal-Mart Supercenter #1197","A2H LOCAL",11/2/09,80489,12/31/99,765,"LB",765
"DS09-01685","DS09-01685-1","TF387","PEANUTS ROASTED 12/16 OZ",1667,"NCDA","USDA",11/2/09,80050,12/31/99,65,"CS",780
"DR09-04537","DR09-04537-1","DY09001","DAIRY ASSORTED - WEIGH",1074,"Bonus Freight Donations","LOCAL",11/2/09,80473,12/31/99,915,"LB",915
"DR09-04538","DR09-04538-1","RF09002","REFRIGERATED PRODUCT ASST. COMP. - WEIGH",1242,"Fisher Sandwich Company","LOCAL",11/2/09,80474,12/31/99,965,"LB",965
"DR09-04643","DR09-04643-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2988,"Kroger #371","A2H LOCAL",11/2/09,80902,12/31/99,975,"LB",975
"DR09-04539","DR09-04539-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1724,"Pepperidge Farms-Dock drop off","A2H LOCAL",11/2/09,80475,12/31/99,1051,"LB",1051
"DR09-04542","DR09-04542-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1298,"Food Lion 1459","A2H LOCAL",11/2/09,80478,12/31/99,1075,"LB",1075
"DR09-04540","DR09-04540-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1407,"Food Lion 996","A2H LOCAL",11/2/09,80476,12/31/99,1220,"LB",1220
"DS09-01685","DS09-01685-1","TF391","WALNUTS 24/1# PKG",1667,"NCDA","USDA",11/2/09,80055,12/31/99,59,"CS",1416
"DS09-01685","DS09-01685-1","TF390","ROTINI WHOLE GRAIN 20/1# PKG",1667,"NCDA","USDA",11/2/09,80053,12/31/99,81,"CS",1620
"DS09-01685","DS09-01685-1","TF385","GREEN BEANS 24/#300",1667,"NCDA","USDA",11/2/09,80048,12/31/99,68,"CS",1768
"DS09-01685","DS09-01685-1","TF389","RICE 24/2# PKG",1667,"NCDA","USDA",11/2/09,80052,12/31/99,37,"CS",1776
"DS09-01685","DS09-01685-1","TF388","PORK CANNED 24/24 OZ",1667,"NCDA","USDA",11/2/09,80051,12/31/99,43,"CS",1806
"DS09-01685","DS09-01685-1","TF375","PEARS 24/#300",1667,"NCDA","USDA",11/2/09,80046,12/31/99,68,"CS",1904
"DS09-01708","DS09-01708-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2211,"Wal-Mart Supercenter #1774","A2H LOCAL",11/2/09,80460,12/31/99,2012,"LB",2012
"DS09-01685","DS09-01685-1","TF366","BEEF STEW CHUNKEY 24/24 OZ",1667,"NCDA","USDA",11/2/09,80042,12/31/99,48,"CS",2016
"DR09-04531","DR09-04531-1","SK09003","NABISCO ASST. SNACKS - WEIGH",1652,"KRAFT BISCUIT - NABISCO","A2H NATL",11/2/09,80449,12/31/99,2115,"LB",2115
"DS09-01685","DS09-01685-1","TF374","PEANUT BUTTER 12/18 OZ",1667,"NCDA","USDA",11/2/09,80045,12/31/99,154,"CS",2310
"DS09-01685","DS09-01685-1","TF377","TOMATO SAUCE 24/#300",1667,"NCDA","USDA",11/2/09,80047,12/31/99,89,"CS",2314
"DS09-01685","DS09-01685-1","TF386","OATS 12/3# PKG",1667,"NCDA","USDA",11/2/09,80049,12/31/99,80,"CS",2880
"DR09-04535","DR09-04535-1","BR09002","TORTILLAS - WEIGH",2115,"Tortilla San Antonio, Inc.","LOCAL",11/2/09,80454,12/31/99,2985,"LB",2985
"DS09-01685","DS09-01685-1","TF372","ORANGE JUICE 12/46 OZ",1667,"NCDA","USDA",11/2/09,80044,12/31/99,91,"CS",3913
"DS09-01685","DS09-01685-1","TF370","MILK UHT 12/32 OZ",1667,"NCDA","USDA",11/2/09,80043,12/31/99,161,"CS",4025
"DR09-04531","DR09-04531-1","SK09113","KRAFT MAC & CHEESE CRACKERS 6/8 OZ",1652,"KRAFT BISCUIT - NABISCO","A2H NATL",11/2/09,80448,5/29/10,1690,"CS",5070
"DR09-04390","DR09-04390-1","TF387","PEANUTS ROASTED 12/16 OZ",1667,"NCDA","USDA",11/2/09,79790,12/31/99,914,"CS",10968
"DR09-04390","DR09-04390-1","TF391","WALNUTS 24/1# PKG",1667,"NCDA","USDA",11/2/09,79794,12/31/99,841,"CS",20184
"DR09-04390","DR09-04390-1","TF386","OATS 12/3# PKG",1667,"NCDA","USDA",11/2/09,79789,12/31/99,600,"CS",21600
"DR09-04390","DR09-04390-1","TF390","ROTINI WHOLE GRAIN 20/1# PKG",1667,"NCDA","USDA",11/2/09,79793,12/31/99,1152,"CS",23040
"DR09-04390","DR09-04390-1","TF385","GREEN BEANS 24/#300",1667,"NCDA","USDA",11/2/09,79788,12/31/99,961,"CS",24986
"DR09-04390","DR09-04390-1","TF389","RICE 24/2# PKG",1667,"NCDA","USDA",11/2/09,79792,12/31/99,526,"CS",25248
"DR09-04390","DR09-04390-1","TF388","PORK CANNED 24/24 OZ",1667,"NCDA","USDA",11/2/09,79791,12/31/99,610,"CS",25620
"DR09-04390","DR09-04390-1","TF375","PEARS 24/#300",1667,"NCDA","USDA",11/2/09,79786,12/31/99,961,"CS",26908
"DR09-04390","DR09-04390-1","TF366","BEEF STEW CHUNKEY 24/24 OZ",1667,"NCDA","USDA",11/2/09,79782,12/31/99,677,"CS",28434
"DR09-04390","DR09-04390-1","TF374","PEANUT BUTTER 12/18 OZ",1667,"NCDA","USDA",11/2/09,79785,12/31/99,2195,"CS",32925
"DR09-04390","DR09-04390-1","TF377","TOMATO SAUCE 24/#300",1667,"NCDA","USDA",11/2/09,79787,12/31/99,1267,"CS",32942
"DR09-04595","DR09-04595-1","PR09001","FRESH FRUITS - WEIGH",1842,"SH FOOD BANK OF NORTHWEST NC","FOODBANK",11/2/09,80707,12/31/99,42000,"LB",42000
"DR09-04390","DR09-04390-1","TF372","ORANGE JUICE 12/46 OZ",1667,"NCDA","USDA",11/2/09,79784,12/31/99,1290,"CS",55470
"DR09-04390","DR09-04390-1","TF370","MILK UHT 12/32 OZ",1667,"NCDA","USDA",11/2/09,79783,12/31/99,2288,"CS",57200
"DG09-01206","DG09-01206-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2153,"Walmart Supercenter #1661","A2H LOCAL",11/3/09,80771,12/31/99,5,"LB",5
"DW09-00798","DW09-00798-1","FP09001","FROZEN PRODUCT ASST. - WEIGH",2820,"Food Lion # 910","A2H LOCAL",11/3/09,80565,12/31/99,10,"LB",10
"DR09-04603","DR09-04603-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1381,"Food Lion 724","A2H LOCAL",11/3/09,80734,12/31/99,20,"LB",20
"DR09-04623","DR09-04623-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2861,"Food Lion # 1482","A2H LOCAL",11/3/09,80852,12/31/99,20,"LB",20
"DW09-00794","DW09-00794-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",11/3/09,80553,12/31/99,23,"LB",23
"DR09-04623","DR09-04623-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2861,"Food Lion # 1482","A2H LOCAL",11/3/09,80853,12/31/99,30,"LB",30
"DS09-01713","DS09-01713-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1340,"Food Lion 353","A2H LOCAL",11/3/09,80506,12/31/99,30,"LB",30
"DW09-00796","DW09-00796-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",11/3/09,80558,12/31/99,33,"LB",33
"DR09-04605","DR09-04605-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1393,"Food Lion 816","A2H LOCAL",11/3/09,80736,12/31/99,40,"LB",40
"DS09-01715","DS09-01715-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",3089,"Anonymous Local","LOCAL",11/3/09,80516,12/31/99,41,"LB",41
"DR09-04616","DR09-04616-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1316,"Food Lion 193","A2H LOCAL",11/3/09,80845,12/31/99,50,"LB",50
"DG09-01206","DG09-01206-1","MI09005","MISC. FOOD PRODUCT - WEIGH",2153,"Walmart Supercenter #1661","A2H LOCAL",11/3/09,80772,12/31/99,53,"LB",53
"DW09-00795","DW09-00795-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",11/3/09,80555,12/31/99,56,"LB",56
"DS09-01716","DS09-01716-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1353,"Food Lion 528","A2H LOCAL",11/3/09,80533,12/31/99,57,"LB",57
"DR09-04606","DR09-04606-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1286,"Food Lion 1259","A2H LOCAL",11/3/09,80737,12/31/99,60,"LB",60
"DW09-00796","DW09-00796-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",11/3/09,80559,12/31/99,63,"LB",63
"DW09-00794","DW09-00794-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",11/3/09,80552,12/31/99,65,"LB",65
"DS09-01718","DS09-01718-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2306,"The Fresh Market","LOCAL",11/3/09,80536,12/31/99,66,"LB",66
"DW09-00797","DW09-00797-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",11/3/09,80561,12/31/99,68,"LB",68
"DW09-00793","DW09-00793-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2854,"Food Lion # 1392","A2H LOCAL",11/3/09,80548,12/31/99,70,"LB",70
"DW09-00795","DW09-00795-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",11/3/09,80556,12/31/99,73,"LB",73
"DW09-00798","DW09-00798-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2820,"Food Lion # 910","A2H LOCAL",11/3/09,80564,12/31/99,78,"LB",78
"DW09-00794","DW09-00794-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",11/3/09,80550,12/31/99,81,"LB",81
"DS09-01714","DS09-01714-1","FD09001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",11/3/09,80515,12/31/99,86,"LB",86
"DW09-00797","DW09-00797-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",11/3/09,80563,12/31/99,97,"LB",97
"DS09-01712","DS09-01712-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2305,"Lowes Foods - Pinehurst","LOCAL",11/3/09,80505,12/31/99,98,"LB",98
"DW09-00794","DW09-00794-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",11/3/09,80551,12/31/99,103,"LB",103
"DR09-04612","DR09-04612-1","FD09001","FOOD DRIVE - WEIGH",2016,"Food Lion Retail Stores","LOCAL",11/3/09,80743,12/31/99,110,"LB",110
"DG09-01190","DG09-01190-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",11/3/09,80504,12/31/99,118,"LB",118
"DR09-04607","DR09-04607-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2891,"Food Lion # 2504","A2H LOCAL",11/3/09,80738,12/31/99,120,"LB",120
"DW09-00796","DW09-00796-1","PR09001","FRESH FRUITS - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",11/3/09,80560,12/31/99,120,"LB",120
"DS09-01713","DS09-01713-1","PR09002","VEGETABLES - WEIGH",1340,"Food Lion 353","A2H LOCAL",11/3/09,80507,12/31/99,127,"LB",127
"DS09-01718","DS09-01718-1","PR09002","VEGETABLES - WEIGH",2306,"The Fresh Market","LOCAL",11/3/09,80538,12/31/99,128,"LB",128
"DR09-04604","DR09-04604-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1386,"Food Lion 757","A2H LOCAL",11/3/09,80735,12/31/99,130,"LB",130
"DR09-04629","DR09-04629-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1313,"Food Lion 1669","A2H LOCAL",11/3/09,80860,12/31/99,140,"LB",140
"DS09-01716","DS09-01716-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1353,"Food Lion 528","A2H LOCAL",11/3/09,80532,12/31/99,141,"LB",141
"DS09-01718","DS09-01718-1","SA09001","SALVAGE - WEIGH",2306,"The Fresh Market","LOCAL",11/3/09,80537,12/31/99,148,"LB",148
"DR09-04627","DR09-04627-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1297,"Food Lion 1454","A2H LOCAL",11/3/09,80857,12/31/99,150,"LB",150
"DR09-04601","DR09-04601-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1343,"Food Lion 40","A2H LOCAL",11/3/09,80732,12/31/99,150,"LB",150
"DW09-00793","DW09-00793-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2854,"Food Lion # 1392","A2H LOCAL",11/3/09,80549,12/31/99,150,"LB",150
"DW09-00797","DW09-00797-1","PR09001","FRESH FRUITS - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",11/3/09,80562,12/31/99,150,"LB",150
"DW09-00793","DW09-00793-1","PR09001","FRESH FRUITS - WEIGH",2854,"Food Lion # 1392","A2H LOCAL",11/3/09,80547,12/31/99,156,"LB",156
"DG09-01205","DG09-01205-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2309,"Wal-Mart Supercenter #2864","A2H LOCAL",11/3/09,80769,12/31/99,159,"LB",159
"DR09-04567","DR09-04567-1","RF09002","REFRIGERATED PRODUCT ASST. COMP. - WEIGH",2254,"Sysco Foodservice","A2H LOCAL",11/3/09,80569,12/31/99,160,"LB",160
"DS09-01717","DS09-01717-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2815,"Food Lion # 834","A2H LOCAL",11/3/09,80535,12/31/99,162,"LB",162
"DS09-01716","DS09-01716-1","PR09002","VEGETABLES - WEIGH",1353,"Food Lion 528","A2H LOCAL",11/3/09,80534,12/31/99,164,"LB",164
"DR09-04621","DR09-04621-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1291,"Food Lion 1358","A2H LOCAL",11/3/09,80850,12/31/99,175,"LB",175
"DD09-01554","DD09-01554-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2921,"Food Lion - 1343","A2H LOCAL",11/3/09,81003,12/31/99,180,"LB",180
"DW09-00792","DW09-00792-1","FP09001","FROZEN PRODUCT ASST. - WEIGH",2095,"Harris Teeter Resets","LOCAL",11/3/09,80531,12/31/99,188,"LB",188
"DR09-04620","DR09-04620-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2395,"Food Lion Store #1079","A2H LOCAL",11/3/09,80849,12/31/99,190,"LB",190
"DR09-04889","DR09-04889-1","SK09001","PEPPERIDGE FARMS ASST. SNACKS - WEIGH",1724,"Pepperidge Farms-Dock drop off","A2H LOCAL",11/3/09,81891,12/31/99,202,"LB",202
"DR09-04568","DR09-04568-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1789,"Sam's Club#8","A2H LOCAL",11/3/09,80571,12/31/99,210,"LB",210
"DW09-00792","DW09-00792-1","FP09001","FROZEN PRODUCT ASST. - WEIGH",2095,"Harris Teeter Resets","LOCAL",11/3/09,80530,12/31/99,211,"LB",211
"DR09-04619","DR09-04619-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1364,"Food Lion 572","A2H LOCAL",11/3/09,80848,12/31/99,215,"LB",215
"DR09-04563","DR09-04563-1","DY09001","DAIRY ASSORTED - WEIGH",1074,"Bonus Freight Donations","LOCAL",11/3/09,80544,12/31/99,220,"LB",220
"DD09-01553","DD09-01553-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1307,"Food Lion 150","A2H LOCAL",11/3/09,81002,12/31/99,225,"LB",225
"DR09-04602","DR09-04602-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1373,"Food Lion 624","A2H LOCAL",11/3/09,80733,12/31/99,225,"LB",225
"DD09-01558","DD09-01558-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1308,"Food Lion 1514","A2H LOCAL",11/3/09,81007,12/31/99,227,"LB",227
"DR09-04568","DR09-04568-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1789,"Sam's Club#8","A2H LOCAL",11/3/09,80572,12/31/99,240,"LB",240
"DG09-01205","DG09-01205-1","MI09005","MISC. FOOD PRODUCT - WEIGH",2309,"Wal-Mart Supercenter #2864","A2H LOCAL",11/3/09,80770,12/31/99,246,"LB",246
"DR09-04618","DR09-04618-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2797,"Food Lion # 536","A2H LOCAL",11/3/09,80847,12/31/99,250,"LB",250
"DG09-01191","DG09-01191-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2538,"Food Lion 1657","A2H LOCAL",11/3/09,80512,12/31/99,266,"LB",266
"DR09-04609","DR09-04609-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2798,"Food Lion # 561","A2H LOCAL",11/3/09,80740,12/31/99,283,"LB",283
"DW09-00795","DW09-00795-1","PR09001","FRESH FRUITS - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",11/3/09,80557,12/31/99,300,"LB",300
"DW09-00798","DW09-00798-1","PR09001","FRESH FRUITS - WEIGH",2820,"Food Lion # 910","A2H LOCAL",11/3/09,80566,12/31/99,305,"LB",305
"DS09-01715","DS09-01715-1","FP09002","FROZEN PRODUCT ASST. COMP. - WEIGH",3089,"Anonymous Local","LOCAL",11/3/09,80517,12/31/99,314,"LB",314
"DD09-01557","DD09-01557-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1303,"Food Lion 1486","A2H LOCAL",11/3/09,81006,12/31/99,315,"LB",315
"DR09-04622","DR09-04622-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1300,"Food Lion 1481","A2H LOCAL",11/3/09,80851,12/31/99,325,"LB",325
"DR09-04628","DR09-04628-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1302,"Food Lion 1484","A2H LOCAL",11/3/09,80858,12/31/99,330,"LB",330
"DG09-01193","DG09-01193-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2991,"Kroger #358","A2H LOCAL",11/3/09,80514,12/31/99,342,"LB",342
"DG09-01203","DG09-01203-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2500,"Honey Baked Ham","A2H LOCAL",11/3/09,80766,12/31/99,384,"LB",384
"DR09-04613","DR09-04613-1","MI09005","MISC. FOOD PRODUCT - WEIGH",2214,"Wal-Mart Supercenter #2256","A2H LOCAL",11/3/09,80744,12/31/99,390,"LB",390
"DR09-04630","DR09-04630-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2407,"Food Lion Store #2638","A2H LOCAL",11/3/09,80861,12/31/99,400,"LB",400
"DR09-04610","DR09-04610-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2977,"Kroger #324","A2H LOCAL",11/3/09,80741,12/31/99,400,"LB",400
"DD09-01556","DD09-01556-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1382,"Food Lion 727","A2H LOCAL",11/3/09,81005,12/31/99,450,"LB",450
"DR09-04615","DR09-04615-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1401,"Food Lion 90","A2H LOCAL",11/3/09,80844,12/31/99,450,"LB",450
"DW09-00794","DW09-00794-1","PR09001","FRESH FRUITS - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",11/3/09,80554,12/31/99,512,"LB",512
"DR09-04567","DR09-04567-1","PR09002","VEGETABLES - WEIGH",2254,"Sysco Foodservice","A2H LOCAL",11/3/09,80570,12/31/99,520,"LB",520
"DR09-04578","DR09-04578-1","DY09002","YOGURT ASSORTED - WEIGH",2014,"Wal-Mart Distribution Center","A2H LOCAL",11/3/09,80642,12/31/99,525,"LB",525
